rainfall_24h,rainfall_7d,temperature,humidity,wind_speed,elevation,river_proximity,flood_history_freq,soil_saturation_idx,population_density,twi,scs_runoff_mm,scs_runoff_ratio,fhi,hand_m,soil_saturation_theta,cn_effective,amc_class,imd_24h_class,rational_Q_m3s,risk_level
4.653,65.913,24.44,71.76,3.073,885.58,0.684,0.2835,0.128308,27957.0,8.030382,0.0,0.0,0.400541,11.9725,0.128308,85.0,AMC-II,dry,0.0273,1
11.769,126.556,33.71,49.36,8.342,935.52,1.293,0.2393,0.231764,44243.0,8.16308,5.7963,0.492502,0.427026,35.2826,0.231764,97.02743230131428,AMC-III,light,0.4493,1
36.095,270.246,24.08,61.52,48.081,952.78,0.527,0.335,0.43051,43381.0,8.952998,28.1875,0.780934,0.488163,70.3744,0.43051,97.02743230131428,AMC-III,moderate,3.8154,2
6.213,35.439,34.64,65.65,3.354,889.91,0.784,0.1936,0.071172,44927.0,8.692435,0.0,0.0,0.411081,14.3468,0.071172,76.27500606733003,AMC-I,dry,0.0336,1
13.784,116.384,25.42,98.43,5.567,892.99,0.1,0.1953,0.21531,55000.0,10.816835,10.9865,0.797046,0.61062,22.9888,0.21531,98.94175341994321,AMC-III,light,2.5452,2
10.4,119.006,20.32,80.09,27.216,904.59,0.341,0.4103,0.219585,36706.0,9.274582,4.7041,0.452329,0.511834,32.7587,0.219585,97.02743230131428,AMC-III,light,0.7779,2
72.81,363.478,26.88,69.29,35.166,898.75,1.489,0.2995,0.531044,27359.0,7.406446,60.2559,0.827583,0.639445,14.064,0.531044,95.5270847381434,AMC-III,heavy,4.2111,2
11.25,72.985,29.46,36.24,50.819,946.34,1.182,0.3347,0.141057,21464.0,7.43897,0.0,0.0,0.336107,43.5836,0.141057,74.0,AMC-II,light,0.0465,1
8.034,100.11,30.03,93.0,14.449,887.96,0.483,0.1564,0.188249,36333.0,8.789444,2.9425,0.366265,0.502505,15.6996,0.188249,97.02743230131428,AMC-III,light,0.4161,2
11.768,78.013,18.95,95.73,3.302,924.43,0.24,0.2281,0.150008,55000.0,10.144688,9.0375,0.767962,0.515063,53.597,0.150008,98.94175341994321,AMC-III,light,1.6987,2
3.414,58.556,24.54,70.44,13.295,910.8,8.502,0.1818,0.114844,55000.0,6.039824,0.0,0.0,0.294666,4.5272,0.114844,92.0,AMC-II,dry,0.0026,1
9.497,77.234,35.69,71.06,15.372,960.0,1.504,0.2569,0.148626,8163.0,6.373182,0.3741,0.039397,0.297097,43.7145,0.148626,89.49303405572755,AMC-III,light,0.0329,1
14.863,193.472,33.54,67.12,23.338,931.74,2.37,0.1496,0.331733,33184.0,7.090215,6.3935,0.430163,0.408499,21.2521,0.331733,95.5270847381434,AMC-III,light,0.3096,1
7.9,48.483,29.91,97.41,12.292,939.2,0.278,0.4004,0.096073,47577.0,9.926242,0.0,0.0,0.397307,67.3118,0.096073,83.44822581815542,AMC-I,light,0.0706,1
27.581,221.989,28.65,42.08,7.375,919.06,4.648,0.3065,0.370278,38622.0,6.477118,20.0345,0.726381,0.460458,9.4962,0.370278,97.02743230131428,AMC-III,light,0.541,2
6.969,45.587,25.68,71.34,5.401,881.52,4.752,0.3437,0.090603,28563.0,5.817412,0.0,0.0,0.326263,2.1859,0.090603,71.29975254791762,AMC-I,dry,0.0092,1
3.63,25.861,24.69,77.78,1.591,942.72,2.122,0.2763,0.05245,17153.0,6.680919,0.0,0.0,0.297513,27.3282,0.05245,55.511379832865735,AMC-I,dry,0.0096,1
0.835,16.151,16.98,58.98,15.07,887.3,2.49,0.3333,0.033087,55000.0,7.396253,0.0,0.0,0.36104,5.7218,0.033087,83.44822581815542,AMC-I,dry,0.0019,1
14.6,119.056,25.89,83.51,8.243,960.0,1.825,0.1111,0.219665,34435.0,7.030841,6.1938,0.424235,0.366752,37.9709,0.219665,95.5270847381434,AMC-III,light,0.3703,1
13.311,50.131,29.64,57.59,63.225,905.04,1.08,0.5158,0.099171,31353.0,7.894938,0.3842,0.028861,0.40773,21.1517,0.099171,85.0,AMC-II,light,0.0585,1
45.225,301.234,29.3,66.9,7.132,893.34,2.117,0.1386,0.466113,41825.0,7.506057,37.064,0.819546,0.566969,8.7863,0.466113,97.02743230131428,AMC-III,moderate,1.9688,2
22.358,98.667,38.29,79.36,1.071,960.0,2.955,0.5001,0.185806,37757.0,6.581174,15.1386,0.677098,0.42728,25.8421,0.185806,97.02743230131428,AMC-III,light,0.6091,1
62.596,400.999,23.22,80.67,17.847,890.42,7.094,0.1187,0.566305,27282.0,5.632091,50.2854,0.803337,0.521457,2.6851,0.566305,95.5270847381434,AMC-III,moderate,0.9204,2
28.666,210.166,26.77,59.77,17.876,920.79,1.62,0.3192,0.354574,19044.0,7.026346,9.8124,0.342301,0.435622,23.3877,0.354574,89.49303405572755,AMC-III,light,0.6432,1
7.12,44.263,21.58,93.53,4.402,925.42,4.062,0.2247,0.08809,32470.0,6.452666,0.0,0.0,0.322659,12.0934,0.08809,71.29975254791762,AMC-I,dry,0.0108,1
17.155,105.481,28.03,77.78,6.803,881.7,3.413,0.0527,0.197283,29991.0,6.237674,8.1867,0.477227,0.40052,2.9706,0.197283,95.5270847381434,AMC-III,light,0.2908,1
0.848,111.27,33.95,43.23,5.54,892.8,2.565,0.46,0.206904,25730.0,6.759494,0.0,0.0,0.352529,7.3615,0.206904,95.5270847381434,AMC-III,dry,0.0019,1
17.042,58.319,34.65,57.72,10.856,927.55,0.561,0.1143,0.114406,28549.0,8.461362,1.2332,0.072364,0.36439,47.8566,0.114406,85.0,AMC-II,light,0.1615,1
3.685,110.41,33.03,89.21,0.159,947.35,0.244,0.175,0.205483,34446.0,9.474719,0.1292,0.03507,0.349727,76.0707,0.205483,95.5270847381434,AMC-III,dry,0.0344,1
6.033,35.195,24.04,93.39,7.554,891.52,1.493,0.3085,0.070699,16057.0,7.006091,0.0,0.0,0.359902,10.5057,0.070699,55.511379832865735,AMC-I,dry,0.021,1
26.644,268.648,33.8,52.29,3.079,913.69,0.701,0.4716,0.428611,24000.0,8.063409,8.468,0.317825,0.474338,33.2036,0.428611,89.49303405572755,AMC-III,light,0.9803,2
3.192,13.509,23.27,65.65,11.845,921.74,5.666,0.4264,0.027751,23318.0,5.811486,0.0,0.0,0.288746,8.371,0.027751,55.511379832865735,AMC-I,dry,0.0036,1
22.548,80.432,27.54,58.29,12.711,898.3,0.1,0.3285,0.15428,30202.0,9.920306,12.6881,0.562706,0.550926,28.3002,0.15428,95.5270847381434,AMC-III,light,2.9394,2
10.095,96.532,28.07,99.38,3.494,920.76,1.913,0.1693,0.182177,24454.0,7.036017,0.5025,0.049779,0.353351,20.6633,0.182177,89.49303405572755,AMC-III,light,0.0291,1
102.109,597.181,28.07,61.44,9.521,895.31,4.714,0.2131,0.711807,29121.0,6.183889,89.1039,0.872639,0.659644,4.8383,0.711807,95.5270847381434,AMC-III,very_heavy,2.3755,3
9.384,65.04,31.49,50.44,3.649,955.05,2.027,0.0824,0.126721,22026.0,6.66648,0.0,0.0,0.303314,33.1211,0.126721,74.0,AMC-II,light,0.0258,1
13.725,76.394,31.46,85.75,17.58,948.98,8.505,0.1048,0.147134,24616.0,5.380668,1.6027,0.116773,0.287467,8.761,0.147134,89.49303405572755,AMC-III,light,0.0247,1
37.019,174.88,27.66,93.71,0.254,900.83,1.931,0.1893,0.305341,19820.0,6.869379,15.8418,0.427942,0.456877,12.4628,0.305341,89.49303405572755,AMC-III,moderate,0.9058,2
0.337,25.768,27.72,41.91,2.843,944.18,0.941,0.0978,0.052268,43907.0,8.512213,0.0,0.0,0.309876,48.5464,0.052268,76.27500606733003,AMC-I,dry,0.0016,1
27.418,79.135,34.32,84.07,8.737,907.19,2.547,0.2555,0.151992,38909.0,7.19383,19.8801,0.72507,0.469055,12.0752,0.151992,97.02743230131428,AMC-III,light,0.907,2
8.368,66.649,33.2,60.63,4.395,952.3,1.677,0.0429,0.129644,54107.0,7.890628,0.5995,0.071636,0.348276,36.972,0.129644,92.0,AMC-II,light,0.0383,1
8.269,102.825,30.93,39.98,39.003,910.55,0.846,0.2769,0.192828,40690.0,8.508828,3.1085,0.375943,0.438791,28.1169,0.192828,97.02743230131428,AMC-III,light,0.321,1
9.232,43.281,30.76,38.09,12.3,917.52,2.324,0.3798,0.086224,36987.0,7.237508,0.0,0.0,0.364401,16.6185,0.086224,76.27500606733003,AMC-I,light,0.0227,1
28.93,107.178,23.92,83.01,7.832,929.86,1.814,0.2627,0.200116,55000.0,7.948378,25.9076,0.895516,0.506427,25.3688,0.200116,98.94175341994321,AMC-III,light,1.5562,2
17.505,136.658,30.38,79.98,20.681,886.52,1.915,0.5595,0.247764,42349.0,7.448659,10.7185,0.612322,0.501661,6.7179,0.247764,97.02743230131428,AMC-III,light,0.6168,2
48.058,180.446,31.53,48.52,25.063,933.15,2.238,0.1659,0.313349,46138.0,7.582976,44.9447,0.935222,0.541919,22.7517,0.313349,98.94175341994321,AMC-III,moderate,2.2815,2
56.683,397.297,23.04,64.45,17.722,927.18,2.126,0.514,0.562947,45175.0,7.612245,53.548,0.944698,0.624978,21.4528,0.562947,98.94175341994321,AMC-III,moderate,2.8339,2
54.04,321.236,33.13,70.56,25.609,945.72,1.788,0.3527,0.487903,40766.0,7.667151,45.7072,0.845797,0.565965,32.4409,0.487903,97.02743230131428,AMC-III,moderate,2.7772,2
22.202,125.7,31.03,92.79,6.652,880.42,0.258,0.4327,0.230392,43850.0,9.433915,14.9938,0.675347,0.618915,10.2098,0.230392,97.02743230131428,AMC-III,light,2.7511,2
31.979,274.684,30.01,91.47,0.79,923.42,1.436,0.576,0.43575,49483.0,8.226967,28.9354,0.904816,0.574434,26.793,0.43575,98.94175341994321,AMC-III,light,2.0772,2
20.607,188.76,16.56,50.59,5.591,891.11,0.353,0.2368,0.32514,55000.0,9.767636,17.6712,0.857524,0.630687,19.8712,0.32514,98.94175341994321,AMC-III,light,2.8792,2
0.651,77.75,41.76,36.05,0.954,888.33,0.128,0.3959,0.149542,38281.0,10.016726,0.0,0.0,0.463531,18.3235,0.149542,97.02743230131428,AMC-III,dry,0.0072,2
9.736,50.854,19.45,41.2,6.618,918.24,7.4,0.3296,0.100526,41858.0,6.009934,0.2106,0.021636,0.318721,6.0972,0.100526,88.0,AMC-II,light,0.0086,1
8.186,50.773,36.13,99.67,7.559,914.02,1.697,0.8063,0.100375,35959.0,7.561845,0.0442,0.005395,0.401147,19.6031,0.100375,88.0,AMC-II,light,0.0259,1
37.325,185.174,26.87,55.1,15.569,933.52,1.09,0.2902,0.320079,52570.0,8.551694,34.2522,0.917665,0.544516,38.1351,0.320079,98.94175341994321,AMC-III,moderate,2.994,2
23.819,162.769,35.02,45.82,4.609,957.66,0.1,0.1444,0.28759,48306.0,10.415657,20.8427,0.875053,0.482642,87.6576,0.28759,98.94175341994321,AMC-III,light,4.8286,2
30.066,205.683,30.25,71.99,2.719,914.01,1.039,0.3143,0.348519,25528.0,7.720955,19.3674,0.644174,0.493747,27.1938,0.348519,95.5270847381434,AMC-III,light,1.7488,2
19.429,135.269,20.59,41.99,0.465,898.16,0.359,0.1793,0.245584,40989.0,9.403697,12.451,0.640861,0.555432,26.4153,0.245584,97.02743230131428,AMC-III,light,2.0136,2
8.26,56.789,30.89,71.44,17.57,877.31,4.254,0.0907,0.11158,33734.0,5.964474,0.0,0.0,0.328703,1.5303,0.11158,85.0,AMC-II,light,0.0121,1
15.27,107.948,27.03,86.1,3.986,959.32,1.184,0.4823,0.201397,52157.0,8.052757,12.4332,0.814217,0.449378,50.9324,0.201397,98.94175341994321,AMC-III,light,1.0261,1
32.078,152.918,38.06,85.31,18.427,912.45,0.777,0.477,0.272818,38713.0,8.525424,24.3213,0.758184,0.538806,30.7322,0.272818,97.02743230131428,AMC-III,light,2.6474,2
6.412,24.843,25.4,55.47,10.778,914.08,0.306,0.334,0.050439,38389.0,9.444983,0.0,0.0,0.416148,42.4025,0.050439,76.27500606733003,AMC-I,dry,0.0553,1
2.299,13.472,29.58,65.12,21.338,902.56,0.312,0.2705,0.027676,15175.0,8.438633,0.0,0.0,0.382754,31.2345,0.027676,55.511379832865735,AMC-I,dry,0.0197,1
1.505,77.579,24.31,86.21,12.888,892.82,3.088,0.149,0.149238,20643.0,6.395675,0.0,0.0,0.316524,6.3123,0.149238,89.49303405572755,AMC-III,dry,0.0029,1
20.796,93.77,26.52,81.77,36.586,911.97,0.92,0.3461,0.177457,32982.0,8.127091,11.1907,0.538121,0.465029,27.8161,0.177457,95.5270847381434,AMC-III,light,1.0954,2
45.872,206.427,29.32,64.97,21.591,903.05,9.482,0.2277,0.349527,50945.0,5.902776,42.7658,0.932281,0.479736,3.3079,0.349527,98.94175341994321,AMC-III,moderate,0.5955,2
3.37,65.857,28.81,82.28,7.83,960.0,1.016,0.4522,0.128207,24714.0,7.335099,0.0,0.0,0.300797,56.3516,0.128207,74.0,AMC-II,dry,0.0154,1
4.873,58.759,31.2,50.54,3.564,935.73,0.566,0.0418,0.115218,43302.0,9.042601,0.0,0.0,0.336432,54.5153,0.115218,88.0,AMC-II,dry,0.0318,1
8.141,48.726,25.73,70.36,11.392,883.31,1.894,0.2877,0.096529,44560.0,7.420816,0.0,0.0,0.393032,5.4571,0.096529,76.27500606733003,AMC-I,light,0.0236,1
56.389,216.635,32.45,92.78,17.753,890.07,2.103,0.4971,0.363215,50936.0,7.714293,53.2549,0.944422,0.637587,7.5964,0.363215,98.94175341994321,AMC-III,moderate,2.8439,2
7.017,51.906,22.2,89.59,12.521,883.95,3.715,0.3246,0.102495,38829.0,6.469591,0.0002,3.3e-05,0.354361,3.2919,0.102495,88.0,AMC-II,dry,0.0116,1
19.545,80.159,35.03,49.17,39.076,870.0,4.307,0.4485,0.153799,41186.0,5.96103,12.5564,0.642449,0.439336,0.0,0.153799,97.02743230131428,AMC-III,light,0.3631,1
4.563,29.063,19.51,57.96,21.052,948.9,0.1,0.2044,0.058752,49195.0,10.791447,0.0,0.0,0.36526,78.8976,0.058752,83.44822581815542,AMC-I,dry,0.0529,1
12.106,167.42,20.01,98.95,24.159,913.05,5.334,0.273,0.29446,41077.0,6.383609,6.0712,0.501509,0.398744,7.3605,0.29446,97.02743230131428,AMC-III,light,0.1447,1
16.377,86.183,36.84,59.32,5.639,874.23,0.428,0.6704,0.164352,21217.0,7.895844,2.6947,0.164547,0.519097,3.8166,0.164352,89.49303405572755,AMC-III,light,0.4034,2
67.449,393.385,27.14,44.31,4.788,881.39,1.793,0.1176,0.559371,43360.0,7.383203,58.933,0.873741,0.648943,4.8694,0.559371,97.02743230131428,AMC-III,heavy,3.5721,2
36.881,134.725,26.29,67.46,1.646,960.0,4.916,0.1139,0.244727,23662.0,5.601679,15.7376,0.426709,0.374811,16.5668,0.244727,89.49303405572755,AMC-III,moderate,0.4039,1
8.396,47.491,29.41,89.82,6.878,936.87,2.575,0.1922,0.094203,17387.0,6.485446,0.0,0.0,0.314656,21.5182,0.094203,55.511379832865735,AMC-I,light,0.019,1
9.101,175.799,29.85,65.03,2.453,955.89,1.095,0.1343,0.306669,55000.0,8.260649,6.4953,0.713714,0.423999,51.4366,0.306669,98.94175341994321,AMC-III,light,0.5661,1
13.094,146.047,29.19,42.53,1.671,924.7,1.399,0.0815,0.262335,19700.0,7.201838,1.3756,0.105059,0.363565,27.9377,0.262335,89.49303405572755,AMC-III,light,0.1007,1
14.302,60.82,34.87,65.03,27.725,870.0,7.11,0.1329,0.119009,26599.0,5.009958,0.5679,0.039707,0.302311,0.0,0.119009,85.0,AMC-II,light,0.0131,1
1.325,16.138,21.95,97.11,4.512,910.17,0.636,0.3379,0.033062,36367.0,8.645738,0.0,0.0,0.36238,31.8365,0.033062,76.27500606733003,AMC-I,dry,0.0081,1
10.948,72.528,21.67,93.14,4.159,916.02,3.941,0.6083,0.140238,6222.0,5.69841,0.0,0.0,0.332737,10.3145,0.140238,74.0,AMC-II,light,0.0171,1
34.817,226.509,20.75,90.38,8.472,870.0,15.436,0.1352,0.37618,45138.0,4.495747,31.756,0.912096,0.415147,0.0,0.37618,98.94175341994321,AMC-III,light,0.277,1
27.271,108.322,23.13,92.28,16.617,906.46,4.251,0.1392,0.20202,40017.0,6.624267,19.7408,0.723875,0.441553,7.6438,0.20202,97.02743230131428,AMC-III,light,0.5776,1
3.143,47.926,24.79,64.85,1.743,886.68,3.616,0.0882,0.095023,42851.0,6.716396,0.0,0.0,0.331343,4.0295,0.095023,76.27500606733003,AMC-I,dry,0.0053,1
22.86,161.712,26.23,50.37,5.466,905.63,4.735,0.2906,0.28602,22151.0,5.976144,6.1105,0.267302,0.382034,6.7831,0.28602,89.49303405572755,AMC-III,light,0.1623,1
7.319,41.455,33.81,76.78,4.719,941.7,0.563,0.2552,0.08274,35705.0,8.74408,0.0,0.0,0.335981,59.5614,0.08274,76.27500606733003,AMC-I,dry,0.0478,1
16.7,112.864,27.79,94.34,5.681,960.0,0.745,0.3591,0.209535,32448.0,7.935185,7.8237,0.468495,0.374799,66.4746,0.209535,95.5270847381434,AMC-III,light,0.8733,1
66.82,474.602,26.92,54.75,16.251,889.98,2.401,0.297,0.62796,34102.0,7.050047,54.4011,0.814145,0.631561,6.807,0.62796,95.5270847381434,AMC-III,heavy,2.6066,2
34.22,201.379,34.64,66.86,3.394,905.02,2.124,0.4215,0.342651,41510.0,7.491607,26.3796,0.770873,0.532148,13.1506,0.342651,97.02743230131428,AMC-III,light,1.3975,2
32.894,206.456,35.42,97.47,2.552,911.64,2.255,0.279,0.349567,33968.0,7.172453,21.9572,0.667522,0.491107,14.9146,0.349567,95.5270847381434,AMC-III,light,1.1079,2
85.331,555.617,29.95,49.06,8.459,940.42,0.582,0.4507,0.68574,37683.0,8.788456,76.654,0.898318,0.667106,57.7768,0.68574,97.02743230131428,AMC-III,heavy,9.8446,3
2.066,38.699,16.61,70.78,14.71,902.81,3.463,0.6068,0.077459,24947.0,6.404252,0.0,0.0,0.334524,8.2297,0.077459,55.511379832865735,AMC-I,dry,0.0036,1
8.027,78.842,27.82,60.06,5.045,916.38,5.09,0.2161,0.151474,37533.0,6.338206,2.9374,0.365962,0.357487,8.2729,0.151474,97.02743230131428,AMC-III,light,0.073,1
13.802,50.529,26.2,94.91,31.254,911.81,2.101,0.2107,0.099918,46962.0,7.686292,2.7986,0.202761,0.399925,15.8346,0.099918,92.0,AMC-II,light,0.1496,1
12.479,111.659,30.82,60.22,8.4,909.36,1.196,0.4175,0.207548,26245.0,7.59994,4.6384,0.371703,0.431618,22.3006,0.207548,95.5270847381434,AMC-III,light,0.3801,1
26.597,99.392,26.25,52.88,10.605,904.78,1.21,0.0584,0.187035,49994.0,8.429626,23.5935,0.887074,0.521445,19.5543,0.187035,98.94175341994321,AMC-III,light,1.9175,2
21.712,158.786,32.33,72.16,4.491,934.88,4.109,0.4376,0.281655,18398.0,6.019605,5.4421,0.250651,0.37938,14.0168,0.281655,89.49303405572755,AMC-III,light,0.1641,1
1.891,46.271,27.83,77.3,1.868,960.0,4.505,0.0443,0.091897,43709.0,6.25,0.0,0.0,0.279574,17.9165,0.091897,76.27500606733003,AMC-I,dry,0.0026,1
37.302,274.63,27.03,62.45,3.506,945.48,5.115,0.3183,0.435687,24615.0,5.96191,16.0577,0.430475,0.423384,13.4036,0.435687,89.49303405572755,AMC-III,moderate,0.3975,1
5.463,22.535,28.41,41.9,36.925,904.13,6.866,0.032,0.045864,45325.0,6.194545,0.0,0.0,0.294254,4.6258,0.045864,83.44822581815542,AMC-I,dry,0.0052,1
37.818,271.736,18.81,92.2,9.357,922.0,7.098,0.2923,0.432274,36992.0,5.929542,29.8554,0.789439,0.4635,6.834,0.432274,97.02743230131428,AMC-III,moderate,0.5462,2
18.74,163.214,33.98,75.96,48.383,870.0,4.58,0.2777,0.28825,28746.0,5.561219,9.4744,0.505571,0.407891,0.0,0.28825,95.5270847381434,AMC-III,light,0.2592,1
1.088,10.422,25.34,86.54,1.175,897.99,1.726,0.1668,0.021479,28980.0,7.302413,0.0,0.0,0.33249,12.31,0.021479,71.29975254791762,AMC-I,dry,0.0034,1
0.091,13.616,27.16,56.59,21.747,892.23,3.976,0.4949,0.027968,28022.0,6.343639,0.0,0.0,0.316469,4.9422,0.027968,71.29975254791762,AMC-I,dry,0.0001,1
12.404,67.325,35.01,72.56,1.449,949.09,1.944,0.5309,0.130868,34571.0,7.342228,0.2452,0.019763,0.361623,31.8008,0.130868,85.0,AMC-II,light,0.0353,1
30.931,186.648,26.94,51.23,7.508,949.21,2.029,0.4205,0.322163,51424.0,7.788679,27.8942,0.901812,0.513052,30.8269,0.322163,98.94175341994321,AMC-III,light,1.5334,2
10.996,63.024,35.63,67.13,0.349,895.19,2.878,0.3961,0.123045,43406.0,7.193624,0.4276,0.038891,0.389523,7.3948,0.123045,88.0,AMC-II,light,0.0226,1
22.975,119.54,24.35,64.09,13.642,910.33,8.55,0.1152,0.220453,54689.0,6.032818,20.0083,0.870878,0.413089,4.4522,0.220453,98.94175341994321,AMC-III,light,0.3073,1
63.634,419.127,22.5,93.61,6.731,936.66,5.05,0.4631,0.582379,21744.0,5.893718,38.013,0.597372,0.525095,11.9755,0.582379,89.49303405572755,AMC-III,moderate,0.9521,2
9.556,29.504,31.45,48.77,9.224,922.35,0.854,0.0792,0.059616,22936.0,7.825162,0.0,0.0,0.339245,36.12,0.059616,55.511379832865735,AMC-I,light,0.0491,1
0.011,50.2,33.79,43.01,5.623,945.93,5.906,0.571,0.0993,33155.0,6.040037,0.0,0.0,0.294821,11.827,0.0993,85.0,AMC-II,dry,0.0,1
0.274,58.471,24.39,60.13,19.486,893.84,1.466,0.2974,0.114688,25300.0,7.350604,0.0,0.0,0.352118,11.7885,0.114688,85.0,AMC-II,dry,0.001,1
2.775,51.144,30.72,59.57,0.967,890.25,0.33,0.1827,0.101069,36615.0,9.253594,0.0,0.0,0.436841,19.2706,0.101069,88.0,AMC-II,dry,0.0232,1
20.35,113.225,29.02,95.25,4.875,933.51,1.192,0.5945,0.210128,22952.0,7.484678,4.6814,0.230045,0.410454,36.0706,0.210128,89.49303405572755,AMC-III,light,0.3847,1
12.855,57.646,25.57,48.12,6.294,872.65,0.482,0.1349,0.113164,34923.0,8.268798,0.3107,0.024166,0.476329,2.3157,0.113164,85.0,AMC-II,light,0.0909,2
1.284,11.636,34.22,93.39,7.129,924.85,0.149,0.3377,0.023949,11312.0,8.809082,0.0,0.0,0.343144,54.7857,0.023949,55.511379832865735,AMC-I,dry,0.0137,1
11.348,75.3,24.82,95.92,1.37,954.65,0.728,0.2507,0.145189,42806.0,8.518898,5.4562,0.480787,0.378583,63.2268,0.145189,97.02743230131428,AMC-III,light,0.6177,1
40.619,278.111,26.47,72.51,3.694,902.99,3.248,0.129,0.439764,38907.0,6.908782,32.5736,0.801932,0.519733,8.7417,0.439764,97.02743230131428,AMC-III,moderate,1.2079,2
7.53,43.938,22.25,58.02,0.352,915.9,2.084,0.5843,0.087472,43787.0,7.590032,0.0,0.0,0.386182,17.4937,0.087472,76.27500606733003,AMC-I,light,0.0203,1
11.223,45.225,35.05,44.93,0.399,919.92,0.85,0.3536,0.089917,22830.0,7.825247,0.0,0.0,0.364561,34.5168,0.089917,55.511379832865735,AMC-I,light,0.0578,1
18.292,109.167,24.12,54.82,11.545,930.03,0.404,0.4695,0.203423,31047.0,8.879188,9.1074,0.497877,0.473976,54.9851,0.203423,95.5270847381434,AMC-III,light,1.4006,2
46.121,282.312,26.74,97.3,3.713,901.49,1.055,0.2374,0.444647,55000.0,8.589672,43.0143,0.93263,0.625533,19.2856,0.444647,98.94175341994321,AMC-III,moderate,3.8446,2
2.349,54.665,18.64,36.4,5.805,926.29,0.809,0.3532,0.10764,21241.0,7.814384,0.0,0.0,0.330953,39.9322,0.10764,74.0,AMC-II,dry,0.0125,1
0.986,36.248,25.54,93.72,79.692,934.37,7.551,0.3046,0.072736,49187.0,6.180286,0.0,0.0,0.287937,7.9838,0.072736,83.44822581815542,AMC-I,dry,0.0009,1
76.063,302.526,33.91,79.44,46.575,901.79,2.342,0.0736,0.467548,30096.0,7.002406,63.4439,0.834098,0.603477,11.0479,0.467548,95.5270847381434,AMC-III,heavy,3.1032,2
76.174,529.917,21.41,67.98,1.665,933.37,6.158,0.649,0.668455,35139.0,6.046434,67.5713,0.887061,0.617051,9.499,0.668455,97.02743230131428,AMC-III,heavy,1.4107,2
12.286,76.059,21.55,58.52,2.475,932.92,3.889,0.0784,0.146539,35965.0,6.607891,6.219,0.506197,0.372899,14.2666,0.146539,97.02743230131428,AMC-III,light,0.197,1
47.542,151.381,40.62,99.65,66.46,930.8,5.848,0.4009,0.270486,21032.0,5.712682,24.2117,0.509275,0.435536,9.5576,0.270486,89.49303405572755,AMC-III,moderate,0.5302,1
7.951,69.966,27.83,44.81,1.604,907.97,7.397,0.1486,0.135637,43344.0,6.050065,0.0294,0.003695,0.311073,4.8012,0.135637,88.0,AMC-II,light,0.007,1
85.564,305.274,22.68,94.89,9.852,870.0,0.138,0.0318,0.470588,45640.0,9.722,82.3885,0.962883,0.823892,0.0,0.470588,98.94175341994321,AMC-III,heavy,17.6963,3
18.144,123.493,33.52,99.78,19.466,936.89,5.301,0.6441,0.226845,44488.0,6.488157,11.2908,0.622292,0.43445,11.4998,0.226845,97.02743230131428,AMC-III,light,0.2705,1
105.484,620.324,33.67,70.84,4.505,944.94,2.365,0.4509,0.725373,16491.0,6.545925,76.5747,0.725934,0.646828,25.8445,0.725373,89.49303405572755,AMC-III,very_heavy,3.7156,2
0.102,106.831,28.46,97.65,6.042,919.06,0.1,0.2968,0.199537,45280.0,10.620784,0.0,0.0,0.418279,49.0602,0.199537,98.94175341994321,AMC-III,dry,0.0012,1
20.986,189.153,29.57,76.52,10.305,945.27,3.103,0.3149,0.325692,41754.0,7.051812,13.8733,0.661076,0.448383,20.737,0.325692,97.02743230131428,AMC-III,light,0.5352,1
4.009,44.128,35.08,89.86,16.026,905.55,6.816,0.195,0.087834,46045.0,6.223217,0.0,0.0,0.3038,4.8508,0.087834,83.44822581815542,AMC-I,dry,0.0038,1
7.47,62.832,34.37,39.15,17.832,912.65,4.071,0.1861,0.122695,47364.0,6.89524,0.3708,0.049632,0.351703,9.2889,0.122695,92.0,AMC-II,dry,0.0114,1
27.041,124.23,31.75,35.83,27.83,953.85,2.367,0.7468,0.228032,37104.0,7.019687,19.523,0.721986,0.472641,28.8951,0.228032,97.02743230131428,AMC-III,light,0.9466,2
2.435,40.56,29.82,73.71,18.494,898.07,1.395,0.2164,0.081028,34992.0,7.747394,0.0,0.0,0.36196,14.3665,0.081028,71.29975254791762,AMC-I,dry,0.0089,1
27.057,93.435,28.87,57.24,10.082,870.0,0.165,0.0217,0.176883,41263.0,9.407703,19.5384,0.722121,0.617926,0.0,0.176883,97.02743230131428,AMC-III,light,4.0849,2
3.677,53.085,26.97,70.01,25.089,914.56,1.832,0.2979,0.104698,24317.0,7.078049,0.0,0.0,0.337065,18.7422,0.104698,74.0,AMC-II,dry,0.011,1
50.147,201.509,18.91,85.36,7.031,870.0,0.1,0.3252,0.342829,29417.0,9.237407,38.2462,0.762679,0.701597,0.0,0.342829,95.5270847381434,AMC-III,moderate,8.8604,3
4.826,46.306,25.41,68.92,2.56,897.1,2.929,0.05,0.091964,10826.0,6.142118,0.0,0.0,0.30559,7.838,0.091964,55.511379832865735,AMC-I,dry,0.0098,1
1.479,5.989,27.04,85.24,15.118,898.4,2.832,0.1508,0.0124,16142.0,6.345584,0.0,0.0,0.298266,8.4498,0.0124,55.511379832865735,AMC-I,dry,0.0031,1
1.858,98.522,19.45,57.16,4.616,905.54,0.396,0.3901,0.185559,19056.0,8.399583,0.0,0.0,0.402921,32.6936,0.185559,89.49303405572755,AMC-III,dry,0.0144,1
